"","author","year","title","journal"
"1289","KOSLICKI KATHRIN",2005,"ALMOST INDISCERNIBLE OBJECTS AND THE SUSPECT STRATEGY","JOURNAL OF PHILOSOPHY"
"1290","CRIMMINS M",1998,"HESPERUS AND PHOSPHORUS: SENSE, PRETENSE, AND REFERENCE (FREGE)","PHILOSOPHICAL REVIEW"
"1291","LEVEY SAMUEL",1998,"LEIBNIZ ON MATHEMATICS AND THE ACTUALLY INFINITE DIVISION OF MATTER","PHILOSOPHICAL REVIEW"
"1292","HORWICH PAUL",1997,"THE COMPOSITION OF MEANINGS","PHILOSOPHICAL REVIEW"
"1293","HECK RICHARD G JR",1997,"TARSKI, TRUTH AND SEMANTICS","PHILOSOPHICAL REVIEW"
"1294","RICKLESS SC",1997,"THE DOCTRINE OF DOING AND ALLOWING","PHILOSOPHICAL REVIEW"
"1295","HANSON WH",1997,"THE CONCEPT OF LOGICAL CONSEQUENCE","PHILOSOPHICAL REVIEW"
"1296","O'NEILL O",1997,"POLITICAL LIBERALISM AND PUBLIC REASON: A CRITICAL NOTICE OF JOHN RAWLS, `POLITICAL LIBERALISM'","PHILOSOPHICAL REVIEW"
"1297","SMITH HOLLY M",1997,"A PARADOX OF PROMISING (MORAL PHILOSOPHY, CONTRACTS, OBLIGATION)","PHILOSOPHICAL REVIEW"
"1298","SIDER THEODORE",1997,"FOUR-DIMENSIONALISM (PERSISTENCE THROUGH TIME, DOCTRINE OF TEMPORAL
PARTS, PERDURANCE)","PHILOSOPHICAL REVIEW"
"1299","JOHNSEN BREDO C",2005,"HOW TO READ `EPISTEMOLOGY NATURALIZED'","JOURNAL OF PHILOSOPHY"
"1300","DAHL NO",1997,"TWO KINDS OF ESSENCE IN ARISTOTLE: A PALE MAN IS NOT THE SAME AS HIS
ESSENCE (FORM, SUBSTANCE, ACCIDENTAL COMPOUNDS)","PHILOSOPHICAL REVIEW"
"1301","NORCROSS A",1997,"GOOD AND BAD ACTIONS + UTILITARIANISM, MORAL PHILOSOPHY","PHILOSOPHICAL REVIEW"
"1302","MCGEE V",1997,"HOW WE LEARN MATHEMATICAL LANGUAGE","PHILOSOPHICAL REVIEW"
"1303","BEALER GEORGE",1997,"SELF-CONSCIOUSNESS + ONTOLOGY, EPISTEMOLOGY, IDEOLOGICAL FUNCTIONALISM, MENTAL PROPERTIES","PHILOSOPHICAL REVIEW"
"1304","FRIEDMAN MICHAEL",1996,"EXORCISING THE PHILOSOPHICAL TRADITION: COMMENTS ON JOHN MCDOWELL'S
`MIND AND WORLD'","PHILOSOPHICAL REVIEW"
"1305","CANFIELD JOHN V",1996,"THE COMMUNITY VIEW","PHILOSOPHICAL REVIEW"
"1306","WILLIAMSON TIMOTHY",1996,"KNOWING AND ASSERTING","PHILOSOPHICAL REVIEW"
"1307","GIBBONS JOHN",1996,"EXTERNALISM AND KNOWLEDGE OF CONTENT","PHILOSOPHICAL REVIEW"
"1308","VANROOJEN M",1996,"EXPRESSIVISM AND IRRATIONALITY","PHILOSOPHICAL REVIEW"
"1309","FORBES GRAEME",1996,"SUBSTITUTIVITY AND THE COHERENCE OF QUANTIFYING IN","PHILOSOPHICAL REVIEW"
"1310","ANDREASEN ROBIN O",2005,"THE MEANING OF `RACE': FOLK CONCEPTIONS AND THE NEW BIOLOGY OF RACE","JOURNAL OF PHILOSOPHY"
"1311","SOSA DAVID",1996,"THE IMPORT OF THE PUZZLE ABOUT BELIEF","PHILOSOPHICAL REVIEW"
"1312","ODERBERG DS",1996,"COINCIDENCE UNDER A SORTAL","PHILOSOPHICAL REVIEW"
"1313","KUKLA A",1996,"THE THEORY-OBSERVATION DISTINCTION","PHILOSOPHICAL REVIEW"
"1314","MCDERMOTT M",1996,"ON THE TRUTH CONDITIONS OF CERTAIN IF-SENTENCES","PHILOSOPHICAL REVIEW"
"1315","VELLEMAN JD",1996,"SELF TO SELF","PHILOSOPHICAL REVIEW"
"1316","ROSEBURY B",1995,"MORAL RESPONSIBILITY AND MORAL LUCK","PHILOSOPHICAL REVIEW"
"1317","REA MC",1995,"THE PROBLEM OF MATERIAL CONSTITUTION","PHILOSOPHICAL REVIEW"
"1318","BRAUN DAVID",1995,"KATZ ON NAMES WITHOUT BEARERS","PHILOSOPHICAL REVIEW"
"1319","GUYER P",1995,"THE POSSIBILITY OF THE CATEGORICAL IMPERATIVE","PHILOSOPHICAL REVIEW"
"1320","MELE ALFRED R",1995,"MOTIVATION, ESSENTIALLY MOTIVATION-CONSTITUTING ATTITUDES","PHILOSOPHICAL REVIEW"
"1321","SUPPES PATRICK",2012,"REFLECTIONS ON ERNEST NAGEL'S 1977 DEWEY LECTURES TELEOLOGY REVISITED","JOURNAL OF PHILOSOPHY"
"1322","HOFWEBER THOMAS",2005,"SUPERVENIENCE AND OBJECT-DEPENDENT PROPERTIES","JOURNAL OF PHILOSOPHY"
"1323","HOPKINS ROBERT",1995,"EXPLAINING DEPICTION","PHILOSOPHICAL REVIEW"
"1324","EGAN F",1995,"COMPUTATION AND CONTENT","PHILOSOPHICAL REVIEW"
"1325","MILLER RW",1995,"THE NORMS OF REASON","PHILOSOPHICAL REVIEW"
"1326","WIDERKER DAVID",1995,"LIBERTARIANISM AND FRANKFURT ATTACK ON THE
PRINCIPLE-OF-ALTERNATIVE-POSSIBILITIES","PHILOSOPHICAL REVIEW"
"1327","DEROSE KEITH",1995,"SOLVING THE SKEPTICAL PROBLEM","PHILOSOPHICAL REVIEW"
"1328","ZIMMERMAN DW",1995,"THEORIES OF MASSES AND PROBLEMS OF CONSTITUTION","PHILOSOPHICAL REVIEW"
"1329","RUMFITT I",1994,"FREGE THEORY OF PREDICATION - AN ELABORATION AND DEFENSE, WITH SOME NEW
APPLICATIONS","PHILOSOPHICAL REVIEW"
"1330","BENNETT JONATHAN",1994,"DESCARTES THEORY OF MODALITY","PHILOSOPHICAL REVIEW"
"1331","SHALKOWSKI SCOTT A",1994,"THE ONTOLOGICAL GROUND OF THE ALETHIC MODALITY","PHILOSOPHICAL REVIEW"
"1332","DORING F",1994,"ON THE PROBABILITIES OF CONDITIONALS","PHILOSOPHICAL REVIEW"
"1333","CHURCHLAND PM",2005,"FUNCTIONALISM AT FORTY: A CRITICAL RETROSPECTIVE","JOURNAL OF PHILOSOPHY"
"1334","FIELD HARTRY",1994,"DISQUOTATIONAL TRUTH AND FACTUALLY DEFECTIVE DISCOURSE","PHILOSOPHICAL REVIEW"
"1335","MCINTYRE ALISON",1994,"COMPATIBILISTS COULD HAVE DONE OTHERWISE - RESPONSIBILITY AND NEGATIVE
AGENCY","PHILOSOPHICAL REVIEW"
"1336","NEWMAN L",1994,"DESCARTES ON UNKNOWN FACULTIES AND OUR KNOWLEDGE OF THE EXTERNAL WORLD","PHILOSOPHICAL REVIEW"
"1337","BRINK DAVID O",1994,"MORAL CONFLICT AND ITS STRUCTURE","PHILOSOPHICAL REVIEW"
"1338","KREMER M",1994,"THE ARGUMENT OF ON `DENOTING'","PHILOSOPHICAL REVIEW"
"1339","HALE BOB",1994,"IS PLATONISM EPISTEMOLOGICALLY BANKRUPT","PHILOSOPHICAL REVIEW"
"1340","BRUECKNER ANTHONY",1994,"KNOWLEDGE OF CONTENT AND KNOWLEDGE OF THE WORLD","PHILOSOPHICAL REVIEW"
"1341","KATZ JJ",1994,"NAMES WITHOUT BEARERS","PHILOSOPHICAL REVIEW"
"1342","RAFFMAN DIANA",1994,"VAGUENESS WITHOUT PARADOX","PHILOSOPHICAL REVIEW"
"1343","MORAN R",1994,"THE EXPRESSION OF FEELING IN IMAGINATION","PHILOSOPHICAL REVIEW"
"1344","BALLARIN ROBERTA",2004,"THE INTERPRETATION OF NECESSITY AND THE NECESSITY OF INTERPRETATION","JOURNAL OF PHILOSOPHY"
"1345","BURGE TYLER",1993,"CONTENT PRESERVATION","PHILOSOPHICAL REVIEW"
"1346","SHAPIRO LA",1993,"CONTENT, KINDS, AND INDIVIDUALISM IN MARR THEORY OF VISION","PHILOSOPHICAL REVIEW"
"1347","JESKE D",1993,"PERSONS, COMPENSATION, AND UTILITARIANISM","PHILOSOPHICAL REVIEW"
"1348","FIELD RW",1993,"DESCARTES ON THE MATERIAL-FALSITY OF IDEAS","PHILOSOPHICAL REVIEW"
"1349","ROY T",1993,"WORLDS AND MODALITY + THE RELEVANCE OF POSSIBLE-WORLDS TO MODAL TRUTH","PHILOSOPHICAL REVIEW"
"1350","NEUHOUSER F",1993,"FREEDOM, DEPENDENCE, AND THE GENERAL-WILL + THE FOUNDATIONS OF THE
POLITICAL-THOUGHT OF ROUSSEAU,JEAN,JACQUES","PHILOSOPHICAL REVIEW"
"1351","MCLAUGHLIN P",1993,"DESCARTES ON MIND-BODY INTERACTION AND THE CONSERVATION OF MOTION","PHILOSOPHICAL REVIEW"
"1352","DELLA ROCCA MICHAEL",1993,"SPINOZA ARGUMENT FOR THE IDENTITY THEORY","PHILOSOPHICAL REVIEW"
"1353","ROUSH SHERRILYN",2004,"TESTABILITY AND THE UNITY OF SCIENCE","JOURNAL OF PHILOSOPHY"
"1354","CHILD WILLIAM",1993,"ANOMALISM, UNCODIFIABILITY, AND PSYCHOPHYSICAL RELATIONS","PHILOSOPHICAL REVIEW"
"1355","KRAUT ROBERT",1993,"ROBUST DEFLATIONISM + ON THE ARGUMENTS OF BOGHOSSIAN,PAUL AGAINST
IRREALIST ACCOUNTS OF SEMANTIC DISCOURSE","PHILOSOPHICAL REVIEW"
"1356","LAWRENCE G",1993,"ARISTOTLE AND THE IDEAL-LIFE","PHILOSOPHICAL REVIEW"
"1357","SOBER E",1993,"MATHEMATICS AND INDISPENSABILITY + SCIENTIFIC REALISM AND EMPIRICAL
EXPLANATION","PHILOSOPHICAL REVIEW"
"1358","VELLEMAN, DJ",1993,"CONSTRUCTIVISM LIBERALIZED","PHILOSOPHICAL REVIEW"
"1359","BEALER GEORGE",2004,"AN INCONSISTENCY IN DIRECT REFERENCE THEORY","JOURNAL OF PHILOSOPHY"
"1360","PEACOCKE CHRISTOPHER",2004,"MORAL RATIONALISM (QUESTIONING THE A PRIORI STATUS IN THE WRITINGS OF
LEIBNIZ AND KANT)","JOURNAL OF PHILOSOPHY"
"1361","SIMCHEN ORI",2004,"ON THE IMPOSSIBILITY OF NONACTUAL EPISTEMIC POSSIBILITIES (CONSIDERING
PASSAGES FROM SAUL KRIPKE'S NAMING AND NECESSITY)","JOURNAL OF PHILOSOPHY"
"1362","DOMSKY D",2004,"THERE IS NO DOOR: FINALLY SOLVING THE PROBLEM OF MORAL LUCK (DEALING
WITH TWO FIRM BUT MUTUALLY INCOMPATIBLE MORAL INTUITIONS)","JOURNAL OF PHILOSOPHY"
"1363","SORENSEN K",2004,"THE PARADOX OF MORAL WORTH (OR WHY IT CAN BE BAD TO WANT TOO MUCH OF A
GOOD THING)","JOURNAL OF PHILOSOPHY"
"1364","RUPERT ROBERT D",2004,"CHALLENGES TO THE HYPOTHESIS OF EXTENDED COGNITION","JOURNAL OF PHILOSOPHY"
"1365","LUDWIG KIRK A",2004,"DAVIDSON'S OBJECTION TO HORWICH'S MIMIMALISM ABOUT TRUTH","JOURNAL OF PHILOSOPHY"
"1366","TAN KOK-CHOR",2004,"JUSTICE AND PERSONAL PURSUITS","JOURNAL OF PHILOSOPHY"
"1367","BONEVAC DANIEL",2004,"REFLECTION WITHOUT EQUILIBRIUM","JOURNAL OF PHILOSOPHY"
"1368","BROCK STUART",2004,"THE UBIQUITOUS PROBLEM OF EMPTY NAMES","JOURNAL OF PHILOSOPHY"
"1369","SOBER E",2004,"LIKELIHOOD, MODEL SELECTION, AD THE DUHEM-QUINE PROBLEM (EPISTEMOLOGICAL
HOLISM ASSOCIATED WITH PIERRE DUHEM AND W.V. QUINE)","JOURNAL OF PHILOSOPHY"
"1370","HOHWY J",2004,"EVIDENCE, EXPLANATION, AND EXPERIENCE: ON THE HARDER PROBLEM OF
CONSCIOUSNESS (PHILOSOPHICAL DEBATE)","JOURNAL OF PHILOSOPHY"
"1371","BUSS SARAH",2004,"THE IRRATIONALITY OF UNHAPPINESS AND THE PARADOX OF DESPAIR","JOURNAL OF PHILOSOPHY"
"1372","BAYS TIMOTHY",2004,"ON FLOYD AND PUTNAM ON WITTGENSTEIN ON GODEL","JOURNAL OF PHILOSOPHY"
"1373","SCHAFFNER KENNETH F",2012,"ERNEST NAGEL AND REDUCTION","JOURNAL OF PHILOSOPHY"
"1374","JOHNSON K",2004,"ON THE SYSTEMATICITY OF LANGUAGE AND THOUGHT","JOURNAL OF PHILOSOPHY"
"1375","BORGES MARIA",2004,"WHAT CAN KANT TEACH US ABOUT EMOTIONS?","JOURNAL OF PHILOSOPHY"
"1376","SHALKOWSKI SCOTT A",2004,"LOGIC AND ABSOLUTE NECESSITY","JOURNAL OF PHILOSOPHY"
"1377","GILBERT M",2004,"SCANLON ON PROMISSORY OBLIGATION: THE PROBLEM OF PROMISEES' RIGHTS","JOURNAL OF PHILOSOPHY"
"1378","FINE KIT",2003,"THE ROLE OF VARIABLES (FORMS OF REPRESENTATIONAL SEMANTICS)","JOURNAL OF PHILOSOPHY"
"1379","STANFORD PK",2003,"PYRRHIC VICTORIES FOR SCIENTIFIC REALISM","JOURNAL OF PHILOSOPHY"
"1380","GODFREY-SMITH PETER",2003,"GOODMAN'S PROBLEM AND SCIENTIFIC METHODOLOGY","JOURNAL OF PHILOSOPHY"
"1381","GILLETT CARL",2003,"THE METAPHYSICS OF REALIZATION, MULTIPLE REALIZABILITY, AND THE SPECIAL
SCIENCES","JOURNAL OF PHILOSOPHY"
"1382","SANYAL SAGAR",2012,"A DEFENSE OF DEMOCRATIC EGALITARIANISM","JOURNAL OF PHILOSOPHY"
"1383","ELIASMITH C",2003,"MOVING BEYOND METAPHORS: UNDERSTANDING THE MIND FOR WHAT IT IS","JOURNAL OF PHILOSOPHY"
"1384","MERRICKS TRENTON",2003,"THE END OF COUNTERPART THEORY","JOURNAL OF PHILOSOPHY"
"1385","HARDIMON MO",2003,"THE ORDINARY CONCEPT OF RACE","JOURNAL OF PHILOSOPHY"
"1386","GLASGOW JM",2003,"ON THE NEW BIOLOGY OF RACE","JOURNAL OF PHILOSOPHY"
"1387","PHILLIPS D",2003,"THOMSON AND THE SEMANTIC ARGUMENT AGAINST CONSEQUENTIALISM","JOURNAL OF PHILOSOPHY"
"1388","CANTWELL JOHN",2003,"ON THE FOUNDATIONS OF PRAGMATIC ARGUMENTS","JOURNAL OF PHILOSOPHY"
"1389","PETERSON M",2003,"FROM CONSEQUENTIALISM TO UTILITARIANISM","JOURNAL OF PHILOSOPHY"
"1390","COLIVA ANNALISA",2003,"THE FIRST PERSON: ERROR THROUGH MISIDENTIFICATION, THE SPLIT BETWEEN
SPEAKER'S AND SEMANTIC REFERENCE, AND THE REAL GUARANTEE","JOURNAL OF PHILOSOPHY"
"1391","SCHAPIRO T",2003,"COMPLIANCE, COMPLICITY, AND THE NATURE OF NONIDEAL CONDITIONS","JOURNAL OF PHILOSOPHY"
"1392","ARNTZENIUS FRANK",2003,"SOME PROBLEMS FOR CONDITIONALIZATION AND REFLECTION","JOURNAL OF PHILOSOPHY"
"1393","BUSS SARAH",2012,"THE VALUE OF HUMANITY","JOURNAL OF PHILOSOPHY"
"1394","TOOLEY M",2003,"THE STALNAKER-LEWIS APPROACH TO COUNTERFACTUALS","JOURNAL OF PHILOSOPHY"
"1395","SCANLON TM",2003,"THICKNESS AND THEORY","JOURNAL OF PHILOSOPHY"
"1396","GIBBARD ALLAN",2003,"REASONS THIN AND THICK","JOURNAL OF PHILOSOPHY"
"1397","TAYLOR C",2003,"ETHICS AND ONTOLOGY","JOURNAL OF PHILOSOPHY"
"1398","BRATMAN MICHAEL E",2003,"A DESIRE OF ONE'S OWN","JOURNAL OF PHILOSOPHY"
"1399","DERDEN J",2003,"A DIFFERENT CONCEPTION OF SCIENTIFIC REALISM: THE CASE FOR THE MISSING
EXPLANANDA","JOURNAL OF PHILOSOPHY"
"1400","PRICE HUW",2003,"TRUTH AS CONVENIENT FRICTION","JOURNAL OF PHILOSOPHY"
"1401","HARDIN CL",2003,"A SPECTRAL REFLECTANCE DOTH NOT A COLOR MAKE","JOURNAL OF PHILOSOPHY"
"1402","RIDLEY AARON",2003,"AGAINST MUSICAL ONTOLOGY","JOURNAL OF PHILOSOPHY"
"1403","BRADDON-MITCHELL DAVID",2003,"QUALIA AND ANALYTICAL CONDITIONALS","JOURNAL OF PHILOSOPHY"
"1404","HARE CASPAR",2012,"OBLIGATIONS TO MERELY STATISTICAL PEOPLE","JOURNAL OF PHILOSOPHY"
"1405","O'ROURKE M",2003,"THE SCOPE ARGUMENT","JOURNAL OF PHILOSOPHY"
"1406","RUMFITT I",2003,"SAVOIR FAIRE (COMMENT ON JASON STANLEY AND TIMOTHY WILLIAMSON'S ARTICLE, ``KNOWING HOW{''})","JOURNAL OF PHILOSOPHY"
"1407","STREVENS MICHAEL",2003,"THE ROLE OF THE PRIORITY RULE IN SCIENCE","JOURNAL OF PHILOSOPHY"
"1408","DUMMETT M",2003,"THE CONCEPT OF TRUTH","JOURNAL OF PHILOSOPHY"
"1409","DUMMETT M",2003,"STATEMENTS ABOUT THE PAST","JOURNAL OF PHILOSOPHY"
"1410","DUMMETT M",2003,"THE METAPHYSICS OF TIME","JOURNAL OF PHILOSOPHY"
"1411","BOSTROM NICK",2002,"SELF-LOCATING BELIEF IN BIG WORLDS: COSMOLOGY'S MISSING LINK TO
OBSERVATION","JOURNAL OF PHILOSOPHY"
"1412","SANTAMBROGIO M",2002,"BELIEF AND TRANSLATION","JOURNAL OF PHILOSOPHY"
"1413","ZIMMERMAN MICHAEL J",2002,"TAKING LUCK SERIOUSLY","JOURNAL OF PHILOSOPHY"
"1414","HERMAN BARBARA",2012,"BEING HELPED AND BEING GRATEFUL: IMPERFECT DUTIES, THE ETHICS OF
POSSESSION, AND THE UNITY OF MORALITY","JOURNAL OF PHILOSOPHY"
"1415","CARTER ALAN",2002,"VALUE-PLURALIST EGALITARIANISM","JOURNAL OF PHILOSOPHY"
"1416","PEREBOOM D",2002,"ROBUST NONREDUCTIVE MATERIALISM","JOURNAL OF PHILOSOPHY"
"1417","ULLMANN MARGALIT E",2002,"TRUST OUT OF DISTRUST","JOURNAL OF PHILOSOPHY"
"1418","SEN AMARTYA",2002,"OPEN AND CLOSED IMPARTIALITY","JOURNAL OF PHILOSOPHY"
"1419","ACHINSTEIN PETER",2002,"IS THERE A VALID EXPERIMENTAL ARGUMENT FOR SCIENTIFIC REALISM?","JOURNAL OF PHILOSOPHY"
"1420","BLOCK NED",2002,"THE HARDER PROBLEM OF CONSCIOUSNESS","JOURNAL OF PHILOSOPHY"
"1421","RESTALL G",2002,"CARNAP'S TOLERANCE, MEANING, AND LOGICAL PLURALISM","JOURNAL OF PHILOSOPHY"
"1422","MORREAU MICHAEL",2002,"WHAT VAGUE OBJECTS ARE LIKE","JOURNAL OF PHILOSOPHY"
"1423","KATZ JJ",2002,"MATHEMATICS AND METAPHILOSOPHY","JOURNAL OF PHILOSOPHY"
"1424","SIDER THEODORE",2002,"THE ERSATZ PLURIVERSE","JOURNAL OF PHILOSOPHY"
"1425","STAIHAR JIM",2013,"PUNISHMENT AS A COSTLY SIGNAL OF REFORM","JOURNAL OF PHILOSOPHY"
"1426","WIDERKER DAVID",2002,"FAREWELL TO THE DIRECT ARGUMENT","JOURNAL OF PHILOSOPHY"
"1427","KOETHE J",2002,"STANLEY AND WILLIAMSON ON KNOWING HOW","JOURNAL OF PHILOSOPHY"
"1428","ARPALY NOMY",2002,"MORAL WORTH","JOURNAL OF PHILOSOPHY"
"1429","OLSSON EJ",2002,"WHAT IS THE PROBLEM OF COHERENCE AND TRUTH","JOURNAL OF PHILOSOPHY"
"1430","ROEMER JE",2002,"EGALITARIANISM AGAINST THE VEIL OF IGNORANCE","JOURNAL OF PHILOSOPHY"
"1431","MURDOCH D",2002,"INDUCTION, HUME, AND PROBABILITY","JOURNAL OF PHILOSOPHY"
"1432","SCHIFFER STEPHEN",2002,"AMAZING KNOWLEDGE","JOURNAL OF PHILOSOPHY"
"1433","MCMAHON C",2002,"WHY THERE IS NO ISSUE BETWEEN HABERMAS AND RAWLS","JOURNAL OF PHILOSOPHY"
"1434","YABLO S",2002,"DE-FACTO DEPENDENCE","JOURNAL OF PHILOSOPHY"
"1435","PUST JOEL",2012,"CONDITIONALIZATION AND ESSENTIALLY INDEXICAL CREDENCE","JOURNAL OF PHILOSOPHY"
"1436","MCDERMOTT M",2002,"CAUSATION: INFLUENCE VERSUS SUFFICIENCY","JOURNAL OF PHILOSOPHY"
"1437","KEELEY BL",2002,"MAKING SENSE OF THE SENSES: INDIVIDUATING MODALITIES IN HUMANS AND OTHER
ANIMALS","JOURNAL OF PHILOSOPHY"
"1438","MCCARTHY R",2002,"THE MAXIMS PROBLEM","JOURNAL OF PHILOSOPHY"
"1439","KOLBEL M",2001,"TWO DOGMAS OF DAVIDSONIAN SEMANTICS","JOURNAL OF PHILOSOPHY"
"1440","ARLO-COSTA HORACIO",2001,"BAYESIAN EPISTEMOLOGY AND EPISTEMIC CONDITIONALS: ON THE STATUS OF THE
EXPORT-IMPORT LAWS","JOURNAL OF PHILOSOPHY"
"1441","PUTNAM HILARY",2001,"WHEN `EVIDENCE TRANSCENDENCE' IS NOT MALIGN: A REPLY TO CRISPIN WRIGHT","JOURNAL OF PHILOSOPHY"
"1442","RUPERT ROBERT D",2001,"COINING TERMS IN THE LANGUAGE OF THOUGHT: INNATENESS, EMERGENCE, AND THE
LOT OF CUMMINS'S ARGUMENT AGAINST THE CAUSAL THEORY OF MENTAL CONTENT","JOURNAL OF PHILOSOPHY"
"1443","PITT D",2001,"ALTER EGOS AND THEIR NAMES","JOURNAL OF PHILOSOPHY"
"1444","HUBIN DC",2001,"THE GROUNDLESS NORMATIVITY OF INSTRUMENTAL RATIONALITY","JOURNAL OF PHILOSOPHY"
"1445","BAZ AVNER",2012,"MUST PHILOSOPHERS RELY ON INTUITIONS?","JOURNAL OF PHILOSOPHY"
"1446","WALL S",2001,"NEUTRALITY AND RESPONSIBILITY","JOURNAL OF PHILOSOPHY"
"1447","BAYS TIMOTHY",2001,"ON PUTNAM AND HIS MODELS","JOURNAL OF PHILOSOPHY"
"1448","JUSTICE J",2001,"ON SENSE AND REFLEXIVITY","JOURNAL OF PHILOSOPHY"
"1449","ROSENBERG ALEX",2001,"ON MULTIPLE REALIZATION AND THE SPECIAL SCIENCES","JOURNAL OF PHILOSOPHY"
"1450","HITCHCOCK CHRISTOPHER R",2001,"THE INTRANSITIVITY OF CAUSATION REVEALED IN EQUATIONS AND GRAPHS","JOURNAL OF PHILOSOPHY"
"1451","LANGE MARC",2001,"THE MOST FAMOUS EQUATION","JOURNAL OF PHILOSOPHY"
"1452","PEACOCKE CHRISTOPHER",2001,"DOES PERCEPTION HAVE A NONCONCEPTUAL CONTENT?","JOURNAL OF PHILOSOPHY"
"1453","FINE KIT",2012,"COUNTERFACTUALS WITHOUT POSSIBLE WORLDS","JOURNAL OF PHILOSOPHY"
"1454","SLORS M",2001,"PERSONAL IDENTITY, MEMORY, AND CIRCULARITY: AN ALTERNATIVE FOR Q-MEMORY","JOURNAL OF PHILOSOPHY"
"1455","CLAPP L",2001,"DISJUNCTIVE PROPERTIES: MULTIPLE REALIZATIONS","JOURNAL OF PHILOSOPHY"
"1456","KATZ JJ",2001,"THE END OF MILLIANISM: MULTIPLE BEARERS, IMPROPER NAMES, AND
COMPOSITIONAL MEANING","JOURNAL OF PHILOSOPHY"
"1457","BELOT GORDON",2001,"THE PRINCIPLE OF SUFFICIENT REASON","JOURNAL OF PHILOSOPHY"
"1458","SCHAFFER JONATHAN",2001,"CAUSES AS PROBABILITY RAISERS OR PROCESSES","JOURNAL OF PHILOSOPHY"
"1459","GIAQUINTO M",2001,"KNOWING NUMBERS","JOURNAL OF PHILOSOPHY"
"1460","EVERETT TJ",2001,"THE RATIONALITY OF SCIENCE AND THE RATIONALITY OF FAITH","JOURNAL OF PHILOSOPHY"
"1461","SHAPIRO LA",2000,"MULTIPLE REALIZATIONS","JOURNAL OF PHILOSOPHY"
"1462","PIETROSKI PAUL M",2000,"ON EXPLAINING THAT","JOURNAL OF PHILOSOPHY"
"1463","PRITCHARD DUNCAN",2012,"ANTI-LUCK VIRTUE EPISTEMOLOGY","JOURNAL OF PHILOSOPHY"
"1464","FAULKNER PAUL",2000,"THE SOCIAL CHARACTER OF TESTIMONIAL KNOWLEDGE (TYLER BURGE'S ACCEPTANCE
PRINCIPLE)","JOURNAL OF PHILOSOPHY"
"1465","VOGEL JONATHAN",2000,"RELIABILISM LEVELED (EPISTEMIC JUSTIFICATION AND THE THEORY OF
KNOWLEDGE)","JOURNAL OF PHILOSOPHY"
"1466","CAMERON JR",2000,"NUMBER AS TYPES","JOURNAL OF PHILOSOPHY"
"1467","NELKIN DK",2000,"TWO STANDPOINTS AND THE BELIEF IN FREEDOM","JOURNAL OF PHILOSOPHY"
"1468","SEN AMARTYA",2000,"CONSEQUENTIAL EVALUATION AND PRACTICAL REASON","JOURNAL OF PHILOSOPHY"
"1469","ROTT H",2000,"TWO DOGMAS OF BELIEF REVISION","JOURNAL OF PHILOSOPHY"
"1470","ASHFORD ELIZABETH",2000,"UTILITARIANISM, INTEGRITY, AND PARTIALITY","JOURNAL OF PHILOSOPHY"
"1471","SCHICK F",2000,"SURPRISE, SELF-KNOWLEDGE, AND COMMONALITY","JOURNAL OF PHILOSOPHY"
"1472","BLANCHETTE PATRICIA A",2012,"FREGE ON SHARED BELIEF AND TOTAL FUNCTIONS","JOURNAL OF PHILOSOPHY"
"1473","ABBOTT BARBARA",2000,"FODOR AND LEPORE ON MEANING SIMILARITY AND COMPOSITIONALITY","JOURNAL OF PHILOSOPHY"
"1474","GAIFMAN H",2000,"WHAT GODEL'S INCOMPLETENESS RESULT DOES AND DOES NOT SHOW","JOURNAL OF PHILOSOPHY"
"1475","SOBER E",2000,"EVOLUTION AND THE PROBLEM OF OTHER MINDS","JOURNAL OF PHILOSOPHY"
"1476","STARK CA",2000,"HYPOTHETICAL CONSENT AND JUSTIFICATION","JOURNAL OF PHILOSOPHY"
"1477","WRIGHT CRISPIN",2000,"TRUTH AS SORT OF EPISTEMIC: PUTNAM'S PEREGRINATIONS","JOURNAL OF PHILOSOPHY"
"1478","TENNANT NEIL",2000,"DEDUCTIVE VERSUS EXPRESSIVE POWER: A PRE-GODELIAN PREDICAMENT","JOURNAL OF PHILOSOPHY"
"1479","SCHAFFER JONATHAN",2000,"TRUMPING PREEMPTION","JOURNAL OF PHILOSOPHY"
"1480","LEWIS D",2000,"CAUSATION AS INFLUENCE","JOURNAL OF PHILOSOPHY"
"1481","BURGE TYLER",2012,"LIVING WAGES OF SINN","JOURNAL OF PHILOSOPHY"
"1482","HALL N",2000,"CAUSATION AND THE PRICE OF TRANSITIVITY","JOURNAL OF PHILOSOPHY"
"1483","COLLINS J",2000,"PREEMPTIVE PREVENTION","JOURNAL OF PHILOSOPHY"
"1484","PAUL LA",2000,"ASPECT CAUSATION","JOURNAL OF PHILOSOPHY"
"1485","GARCIA-CARPINTERO M",2000,"A PRESUPPOSITIONAL ACCOUNT OF REFERENCE FIXING","JOURNAL OF PHILOSOPHY"
"1486","GENDLER TAMAR SZABO",2000,"THE PUZZLE OF IMAGINATIVE RESISTANCE","JOURNAL OF PHILOSOPHY"
"1487","MILLGRAM E",2000,"COHERENCE: THE PRICE OF THE TICKET","JOURNAL OF PHILOSOPHY"
"1488","COPELAND BJ",2000,"NARROW VERSUS WIDE MECHANISM: INCLUDING A RE-EXAMINATION OF TURING'S
VIEWS ON THE MIND-MACHINE ISSUE","JOURNAL OF PHILOSOPHY"
